# frame slotsLen hsa hsub stalled scanIdx slots offsets shot2 rollback
384 6 6 0 0 0 [500521] [0,0,0,0,0,0] [000000] [0,0,0,0,0,0]
385 7 6 1 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
386 7 6 2 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
387 7 6 3 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
388 7 6 4 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
389 7 6 5 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
390 7 6 6 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
391 7 6 7 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
392 7 6 8 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
393 7 6 9 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
394 7 6 10 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
395 7 6 11 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
396 7 6 12 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
397 7 6 13 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
398 7 6 14 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
399 7 6 15 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
400 7 6 16 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
401 7 6 17 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
402 7 6 18 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
403 7 6 19 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
404 7 6 20 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
405 7 6 21 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
406 7 6 22 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
407 7 6 23 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
408 7 6 24 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
409 7 6 25 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
410 7 6 26 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
411 7 6 27 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
412 7 6 28 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
413 7 6 29 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
414 7 6 30 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
415 7 6 31 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
416 7 6 32 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
417 7 6 33 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
418 7 6 34 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
419 7 6 35 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
420 7 6 36 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
421 7 6 37 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
422 7 6 38 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
423 7 6 39 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
424 7 6 40 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
425 7 6 41 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
426 7 6 42 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
427 7 6 43 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
428 7 6 44 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
429 7 6 45 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
430 7 6 46 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
431 7 6 47 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
432 7 6 48 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
433 7 6 49 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
434 7 6 50 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
435 7 6 51 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
436 7 6 52 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
437 7 6 53 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
438 7 6 54 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
439 7 6 55 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
440 7 6 56 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
441 7 6 57 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
442 7 6 58 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
443 7 6 59 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
444 7 6 60 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
445 7 6 61 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
446 7 6 62 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
447 7 6 63 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
448 7 7 0 0 0 [5005211] [0,0,0,0,0,0,0] [0000000] [0,0,0,0,0,0,0]
449 8 7 1 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
450 8 7 2 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
451 8 7 3 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
452 8 7 4 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
453 8 7 5 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
454 8 7 6 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
455 8 7 7 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
456 8 7 8 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
457 8 7 9 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
458 8 7 10 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
459 8 7 11 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
460 8 7 12 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
461 8 7 13 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
462 8 7 14 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
463 8 7 15 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
464 8 7 16 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
465 8 7 17 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
466 8 7 18 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
467 8 7 19 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
468 8 7 20 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
469 8 7 21 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
470 8 7 22 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
471 8 7 23 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
472 8 7 24 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
473 8 7 25 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
474 8 7 26 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
475 8 7 27 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
476 8 7 28 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
477 8 7 29 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
478 8 7 30 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
479 8 7 31 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
480 8 7 32 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
481 8 7 33 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
482 8 7 34 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
483 8 7 35 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
484 8 7 36 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
485 8 7 37 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
486 8 7 38 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
487 8 7 39 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
488 8 7 40 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
489 8 7 41 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
490 8 7 42 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
491 8 7 43 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
492 8 7 44 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
493 8 7 45 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
494 8 7 46 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
495 8 7 47 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
496 8 7 48 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
497 8 7 49 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
498 8 7 50 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
499 8 7 51 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
500 8 7 52 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
501 8 7 53 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
502 8 7 54 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
503 8 7 55 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
504 8 7 56 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
505 8 7 57 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
506 8 7 58 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
507 8 7 59 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
508 8 7 60 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
509 8 7 61 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
510 8 7 62 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
511 8 7 63 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
512 8 8 0 0 0 [50052112] [0,0,0,0,0,0,0,0] [00000000] [0,0,0,0,0,0,0,0]
513 9 8 1 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
514 9 8 2 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
515 9 8 3 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
516 9 8 4 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
517 9 8 5 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
518 9 8 6 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
519 9 8 7 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
520 9 8 8 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
521 9 8 9 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
522 9 8 10 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
523 9 8 11 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
524 9 8 12 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
525 9 8 13 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
526 9 8 14 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
527 9 8 15 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
528 9 8 16 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
529 9 8 17 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
530 9 8 18 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
531 9 8 19 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
532 9 8 20 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
533 9 8 21 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
534 9 8 22 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
535 9 8 23 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
536 9 8 24 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
537 9 8 25 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
538 9 8 26 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
539 9 8 27 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
540 9 8 28 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
541 9 8 29 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
542 9 8 30 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
543 9 8 31 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
544 9 8 32 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
545 9 8 33 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
546 9 8 34 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
547 9 8 35 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
548 9 8 36 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
549 9 8 37 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
550 9 8 38 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
551 9 8 39 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
552 9 8 40 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
553 9 8 41 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
554 9 8 42 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
555 9 8 43 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
556 9 8 44 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
557 9 8 45 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
558 9 8 46 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
559 9 8 47 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
560 9 8 48 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
561 9 8 49 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
562 9 8 50 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
563 9 8 51 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
# CLICK frame=563 canvas=(362,85) game=(362.0,21.0) cooldown=0 color=4
# SHOT_FIRED frame=563 dir=(3.9,-11.3) color=4
564 9 8 52 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
565 9 8 53 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
566 9 8 54 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
567 9 8 55 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
568 9 8 56 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
569 9 8 57 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
570 9 8 58 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
571 9 8 59 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
572 9 8 60 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
573 9 8 61 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
574 9 8 62 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
575 9 8 63 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
576 9 9 0 0 0 [500521125] [0,0,0,0,0,0,0,0,0] [000000000] [0,0,0,0,0,0,0,0,0]
577 10 9 1 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
578 10 9 2 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
579 10 9 3 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
580 10 9 4 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
581 10 9 5 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
582 10 9 6 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
583 10 9 7 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
584 10 9 8 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
585 10 9 9 0 0 [5005211250] [0,0,0,0,0,0,0,0,0,0] [0000000000] [0,0,0,0,0,0,0,0,0,0]
# COLLISION frame=585 ball=(354.3,43.2) hit_idx=7 target_idx=8 color=4
586 11 10 10 0 0 [50052112450] [-64,-64,-64,-64,-64,-64,-64,-64,-32,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
587 11 10 10 0 0 [50052112450] [-63,-63,-63,-63,-63,-63,-63,-63,-31,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
588 11 10 10 0 0 [50052112450] [-62,-62,-62,-62,-62,-62,-62,-62,-30,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
589 11 10 10 0 0 [50052112450] [-61,-61,-61,-61,-61,-61,-61,-61,-29,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
590 11 10 10 0 0 [50052112450] [-60,-60,-60,-60,-60,-60,-60,-60,-28,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
591 11 10 10 0 0 [50052112450] [-59,-59,-59,-59,-59,-59,-59,-59,-27,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
592 11 10 10 0 0 [50052112450] [-58,-58,-58,-58,-58,-58,-58,-58,-26,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
593 11 10 10 0 0 [50052112450] [-57,-57,-57,-57,-57,-57,-57,-57,-25,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
594 11 10 10 0 0 [50052112450] [-56,-56,-56,-56,-56,-56,-56,-56,-24,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
595 11 10 10 0 0 [50052112450] [-55,-55,-55,-55,-55,-55,-55,-55,-23,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
596 11 10 10 0 0 [50052112450] [-54,-54,-54,-54,-54,-54,-54,-54,-22,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
597 11 10 10 0 0 [50052112450] [-53,-53,-53,-53,-53,-53,-53,-53,-21,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
598 11 10 10 0 0 [50052112450] [-52,-52,-52,-52,-52,-52,-52,-52,-20,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
599 11 10 10 0 0 [50052112450] [-51,-51,-51,-51,-51,-51,-51,-51,-19,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
600 11 10 10 0 0 [50052112450] [-50,-50,-50,-50,-50,-50,-50,-50,-18,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
601 11 10 10 0 0 [50052112450] [-49,-49,-49,-49,-49,-49,-49,-49,-17,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
602 11 10 10 0 0 [50052112450] [-48,-48,-48,-48,-48,-48,-48,-48,-16,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
603 11 10 10 0 0 [50052112450] [-47,-47,-47,-47,-47,-47,-47,-47,-15,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
604 11 10 10 0 0 [50052112450] [-46,-46,-46,-46,-46,-46,-46,-46,-14,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
605 11 10 10 0 0 [50052112450] [-45,-45,-45,-45,-45,-45,-45,-45,-13,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
606 11 10 10 0 0 [50052112450] [-44,-44,-44,-44,-44,-44,-44,-44,-12,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
607 11 10 10 0 0 [50052112450] [-43,-43,-43,-43,-43,-43,-43,-43,-11,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
608 11 10 10 0 0 [50052112450] [-42,-42,-42,-42,-42,-42,-42,-42,-10,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
609 11 10 10 0 0 [50052112450] [-41,-41,-41,-41,-41,-41,-41,-41,-9,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
610 11 10 10 0 0 [50052112450] [-40,-40,-40,-40,-40,-40,-40,-40,-8,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
611 11 10 10 0 0 [50052112450] [-39,-39,-39,-39,-39,-39,-39,-39,-7,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
612 11 10 10 0 0 [50052112450] [-38,-38,-38,-38,-38,-38,-38,-38,-6,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
613 11 10 10 0 0 [50052112450] [-37,-37,-37,-37,-37,-37,-37,-37,-5,0,0] [00000000100] [0,0,0,0,0,0,0,0,0,0,0]
